i,j,name_i,name_j,distance_m,rssi_dbm,per,adjacent
11,13,680,692,304.802,-86.9552,0,1
11,14,680,660,1524,-115.931,1,0
11,15,680,0,1526,-127.043,1,0
11,16,680,DSO,1526,-133.131,1,0
11,17,680,Market,1526,-96.5394,0,1
12,13,684,692,92.44,-94.4556,0,1
12,14,684,660,1222.62,-128.747,1,0
12,15,684,0,1224.62,-129.572,1,0
12,16,684,DSO,1224.62,-115.068,1,0
12,17,684,Market,1224.62,-98.9352,0,1
13,14,692,660,1219.2,-111.317,1,0
13,15,692,0,1221.2,-98.983,0,1
13,16,692,DSO,1221.2,-129.097,1,0
13,17,692,Market,1221.2,-125.708,1,0
14,15,660,0,2,-52.8002,0,1
14,16,660,DSO,2,-53.6039,0,1
14,17,660,Market,2,-59.2338,0,1
15,16,0,DSO,0,0,0,1
15,17,0,Market,0,0,0,1
16,17,DSO,Market,0,0,0,1
